Dấu thời gian,Bạn bao nhiêu tuổi?,Hiện tại bạn đang cư trú ở đâu?,Bạn đã sử dụng sữa rửa mặt bao giờ chưa?,Nguyên nhân bạn chưa sử dụng sữa rửa mặt là gì?,Giới tính của bạn là?,1. Bạn sử dụng sữa rửa mặt với mục đích gì?,2. Da của bạn thuộc loại da gì?,3. Bạn thường sử dụng sữa rửa mặt bao nhiêu lần một ngày?,4. Bạn sử dụng sữa rửa mặt khi nào?,5. Bạn thường mua sữa rửa mặt ở đâu?,6. Bạn tiếp cận thông tin về sữa rửa mặt qua đâu?,7. Bạn đang sử dụng sữa rửa mặt chiết xuất từ đâu?,8. Dạng sữa rửa mặt bạn đang sử dụng là gì?,9. Bạn có thích sữa rửa mặt có mùi hương không?,9.1. Bạn yêu thích sữa rửa mặt có hương liệu trái cây nào nhất?,9.2. Bạn yêu thích sửa rửa mặt có hương liệu rau củ nào nhất?,9.3. Bạn yêu thích sửa rửa mặt có hương liệu hoa cỏ nào nhất?,10. Bạn thường mua sản phẩm với dung tích bao nhiêu?,11. Số lượng sản phẩm mua trong một lần của bạn,12. Bạn chấp nhận chi bao nhiêu cho 1 sản phẩm sữa rửa mặt với dung tích 150 ml?,13. Yếu tố quan trọng nhất ảnh hưởng đến việc lựa chọn loại sữa rửa mặt của bạn? ,14. Bạn thường lựa chọn sử dụng sữa rửa mặt thông qua đâu nhất?,15. Bạn hay sử dụng sữa rửa mặt của nước nào? ,16. Bạn thường mua sữa rửa mặt qua kênh online nào?,17. Bạn thường mua sữa rửa mặt qua kênh offline nào?,18. Bạn quan tâm nhất đến những yếu tố nào của nơi bán trực tiếp khi mua sữa rửa mặt? ,19. Bạn quan tâm nhất đến những yếu tố nào của nơi bán online khi mua sữa rửa mặt?,20. Bạn lo ngại điều gì khi sử dụng sữa rửa mặt? ,"21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
b, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Chất lượng]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Thương hiệu]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Giá cả]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Mẫu mã]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Xuất xứ]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Thành phần]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Mùi hương]","22. Nếu chúng tôi ra mắt một sản phẩm sữa rửa mặt mới, bạn có sẵn sàng dùng thử hay không?",23. Bạn mong muốn điều gì nhất ở một sản phẩm sữa rửa mặt mới? 
10/02/2023 9:49:38,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Nhà thuốc","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Tự tìm hiểu",Chiết xuất từ các hoạt chất hóa học,Dạng bọt,Có,"Cam, Chanh","Dưa leo, Cà chua","Hoa hồng, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,"Review từ các trang web, blog,... về làm đẹp","Nhật Bản, Hàn Quốc",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Thái độ nhân viên bán hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,6.0,5.0,5.0,6.0,6.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 10:13:01,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng","Truyền thông; quảng cáo",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Review từ người quen,"Mỹ, Nhật Bản",Sàn thương mại điện tử,Cửa hàng chính hãng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Số lượng người theo dõi,"Hàng giả; hàng nhái",6.0,5.0,5.0,5.0,6.0,6.0,5.0,Không,"Sản phẩm có bao bì, kiểu dáng mới lạ"
10/02/2023 10:14:56,Từ 18 - 25 tuổi,Khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2023 10:22:33,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Trước khi ra đường, Sau khi về nhà, Trước khi đi ngủ","Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Gia đình; người thân",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,Dâu,"Dưa leo, Nha đam",Hoa hồng,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Dưới 100.000 vnđ/150 ml,Giá cả,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Nhật Bản, Hàn Quốc, Pháp",Sàn thương mại điện tử,"Cửa hàng chính hãng, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Tác dụng phụ; gây kích ứng; bong tróc da, Không có hiệu quả hoặc hiệu quả kém",7.0,7.0,7.0,6.0,6.0,5.0,5.0,Có,Sản phẩm được tích hợp nhiều công dụng
10/02/2023 10:53:44,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,1 lần/ngày,Trước khi đi ngủ,"Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)","Mỹ, Hàn Quốc, Việt Nam",Sàn thương mại điện tử,"Siêu thị, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",6.0,3.0,4.0,2.0,2.0,3.0,5.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
10/02/2023 10:55:41,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da khô,1 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Cửa hàng của hãng",Tự tìm hiểu,Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Cherry, Cam",Nha đam,Hoa cúc,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,"Review từ KOL, beauty blogger, người nổi tiếng","Hàn Quốc, Khác",Sàn thương mại điện tử,Cửa hàng chính hãng,Giá cả,Đánh giá từ những người đã mua,"Tác dụng phụ; gây kích ứng; bong tróc da",6.0,6.0,6.0,4.0,6.0,7.0,5.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
10/02/2023 11:10:05,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Review từ người quen,"Nhật Bản, Hàn Quốc",Sàn thương mại điện tử,Cửa hàng chính hãng,Giá cả,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",6.0,6.0,6.0,6.0,6.0,6.0,6.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
10/02/2023 11:25:28,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Cửa hàng của hãng","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Không,,,,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)",Hàn Quốc,Sàn thương mại điện tử,Siêu thị,Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",6.0,7.0,6.0,6.0,5.0,6.0,7.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 11:28:11,Từ 18 - 25 tuổi,Khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2023 11:28:38,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Cửa hàng của hãng, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Xuất xứ,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)",Canada,Sàn thương mại điện tử,"Siêu thị, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Tác dụng phụ; gây kích ứng; bong tróc da, Không có hiệu quả hoặc hiệu quả kém",7.0,7.0,6.0,4.0,5.0,6.0,4.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 11:37:40,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng, Các cửa hàng mỹ phẩm","Gia đình; người thân, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,Đào,"Dưa leo, Thảo mộc, Nha đam","Lavender, Anh đào, Trà xanh",Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Review từ người quen,Pháp,Sàn thương mại điện tử,"Cửa hàng chính hãng, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,6.0,2.0,4.0,3.0,1.0,Chưa biết,Sản phẩm được tích hợp nhiều công dụng
10/02/2023 11:38:05,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Hỗ trợ làm trắng da, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da lành tính,Hơn 2 lần/ngày,"Sau khi thức dậy, Sau khi về nhà, Trước khi đi ngủ","Siêu thị; trung tâm thương mại, Cửa hàng tiện lợi","Gia đình; người thân, Bạn bè",Chiết xuất từ thiên nhiên,Dạng kem,Có,Cam,Thảo mộc,Trà xanh,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,Review từ người quen,Nhật Bản,"Website của hãng, Sàn thương mại điện tử","Siêu thị, Tạp hoá, Nhà thuốc, Cửa hàng tiện lợi",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,6.0,4.0,6.0,5.0,6.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 11:38:49,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,1 lần/ngày,"Sau khi về nhà, Trước khi đi ngủ",Các sàn thương mại điện tử,"Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Pháp, Đức",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",5.0,4.0,5.0,6.0,5.0,4.0,5.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
10/02/2023 11:44:49,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da hỗn hợp,1 lần/ngày,Sau khi về nhà,"Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Nhà thuốc","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Gia đình; người thân",Chiết xuất từ thiên nhiên,Dạng gel,Có,Đào,"Nha đam, Rau má","Anh đào, Trà xanh",50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Dưới 100.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Nhật Bản, Hàn Quốc, Việt Nam",Sàn thương mại điện tử,Nhà thuốc,Giá cả,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,7.0,4.0,4.0,6.0,5.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
10/02/2023 12:16:34,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Siêu thị; trung tâm thương mại, Nhà thuốc","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Dâu, Việt quất, Chanh",Thảo mộc,Lavender,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,Review từ người quen,"Hàn Quốc, Khác","Website của hãng, Sàn thương mại điện tử","Siêu thị, Nhà thuốc",Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",7.0,5.0,6.0,5.0,5.0,7.0,5.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 12:24:01,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Gia đình; người thân, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Có,"Táo, Việt quất, Chanh",Nha đam,"Lavender, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,Review từ người quen,Hàn Quốc,Sàn thương mại điện tử,"Cửa hàng chính hãng, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái",6.0,5.0,6.0,5.0,6.0,6.0,5.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 12:57:49,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da nhạy cảm,1 lần/ngày,Trước khi đi ngủ,Các sàn thương mại điện tử,"Tư vấn từ bác sĩ, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,"Thể tích, dung tích",Tư vấn từ bác sĩ/chuyên gia về da liễu,"Mỹ, Hàn Quốc",Sàn thương mại điện tử,Nhà thuốc,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",7.0,7.0,7.0,4.0,4.0,6.0,2.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 13:07:34,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Hỗ trợ da căng bóng, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da hỗn hợp,1 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Cửa hàng của hãng, Các cửa hàng mỹ phẩm","Nhân viên tiếp thị, Chuyên viên",Chiết xuất từ thiên nhiên,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,"Thể tích, dung tích","Review từ KOL, beauty blogger, người nổi tiếng","Nhật Bản, Hàn Quốc",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,Đánh giá từ những người đã mua,Sản phẩm không có nguồn gốc rõ ràng,5.0,5.0,4.0,5.0,6.0,5.0,5.0,Không,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 13:12:12,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Hàng xách tay, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Gia đình; người thân, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Cherry, Việt quất, Đào","Thảo mộc, Nha đam, Rau má","Lavender, Anh đào, Trà xanh",Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,"Review từ KOL, beauty blogger, người nổi tiếng",Pháp,Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái",6.0,5.0,6.0,6.0,4.0,7.0,6.0,Chưa biết,Sản phẩm được tích hợp nhiều công dụng
10/02/2023 13:14:40,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi make-up, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng",Tự tìm hiểu,Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Đào, Cam, Chanh",Nha đam,Hoa cúc,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Hàn Quốc, Pháp, Anh","Website của hãng, Sàn thương mại điện tử",Các cửa hàng mỹ phẩm,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",7.0,4.0,5.0,4.0,3.0,6.0,4.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
10/02/2023 13:15:13,Dưới 18 tuổi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2023 13:15:56,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da khô,2 lần/ngày,Trước khi make-up,Website của hãng,Tư vấn từ bác sĩ,Chiết xuất từ thiên nhiên,Dạng gel,Có,Mâm xôi,Nha đam,Trà xanh,Trên 150 ml - 300 ml,Từ 3-5 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,"Review từ KOL, beauty blogger, người nổi tiếng",Mỹ,Website của hãng,Nhà thuốc,Uy tín của cửa hàng,Số lượng người theo dõi,Sản phẩm không có nguồn gốc rõ ràng,6.0,6.0,6.0,7.0,6.0,6.0,7.0,Có,Sản phẩm lành tính với nhiều loại da
10/02/2023 14:01:46,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ",Các sàn thương mại điện tử,Tự tìm hiểu,Chiết xuất từ các hoạt chất hóa học,Dạng kem,Có,Táo,Nha đam,"Lavender, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)","Hàn Quốc, Pháp, Việt Nam",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,6.0,4.0,5.0,7.0,3.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
10/02/2023 14:03:57,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ làm trắng da, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Hàng xách tay, Website của hãng","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Chuyên viên",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Cherry, Đào, Cam","Thảo mộc, Nha đam, Rau má","Lavender, Anh đào, Trà xanh",Trên 300 ml - 500 ml,Từ 3-5 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Mỹ, Hàn Quốc, Pháp","Website của hãng, Sàn thương mại điện tử","Cửa hàng chính hãng, Nhà thuốc, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,6.0,4.0,5.0,7.0,3.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
